Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR3666244,2019-11-27 06:38:28,2022-07-17 13:04:44,2270766,272698798,0,120,107,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3666/ERR3666244/ERR3666244.lite.2,ERX3657849,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030071,SAMEA6230311,simple,37657,Silene latifolia,SAMEA6230311,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,74F605D5BB98264F1168A493D53004C4,5C88B20DF44C1C0875D0A569DE9A6D7A
ERR3666245,2019-11-27 06:38:28,2022-07-18 08:14:19,2506223,301098334,0,120,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3666/ERR3666245/ERR3666245.lite.2,ERX3657850,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030072,SAMEA6230312,simple,37657,Silene latifolia,SAMEA6230312,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,AABABAC773644514B5F7A311717E12CE,ABF90E4B23F87896AA8E7591F318E435
ERR3666246,2019-11-27 06:38:28,2022-07-24 11:19:58,2656127,319014521,0,120,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666246/ERR3666246.lite.2,ERX3657851,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030073,SAMEA6230313,simple,37657,Silene latifolia,SAMEA6230313,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,8C45646C5BDD1707892E9866DBA71E7B,9542E5981B283D74535E1642BDBF13E2
ERR3666247,2019-11-27 06:38:28,2022-07-15 18:12:19,2276629,272382507,0,119,124,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666247/ERR3666247.lite.2,ERX3657852,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030074,SAMEA6230314,simple,37657,Silene latifolia,SAMEA6230314,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,86B54C74D08657EBDBB747AC9D283F3F,CEA255087B20DA5970D2EA2188A212B7
ERR3666248,2019-11-27 06:38:28,2022-07-24 11:20:10,2834708,340989153,0,120,126,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666248/ERR3666248.lite.2,ERX3657853,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030075,SAMEA6230315,simple,37657,Silene latifolia,SAMEA6230315,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,5A6BE2F2E6B8BD84D15EE13F0197D31D,A4833AF3BACE98BD4B7C55B08C682CF1
ERR3666249,2019-11-27 06:38:28,2022-07-24 11:20:31,2632782,316239837,0,120,126,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666249/ERR3666249.lite.2,ERX3657854,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030076,SAMEA6230316,simple,37657,Silene latifolia,SAMEA6230316,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,A72C67A3DD3CC42A30A4AF5EB00104B1,985608C6894D02A17568BA1B60AA75FA
ERR3666250,2019-11-27 06:38:28,2022-07-29 21:54:48,2437311,292811036,0,120,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666250/ERR3666250.lite.2,ERX3657855,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030077,SAMEA6230317,simple,37657,Silene latifolia,SAMEA6230317,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,8BEB2EFE97227B3BE7E45C5951E2798A,127BE2B293037B8D185A861BA6A3BB52
ERR3666251,2019-11-27 06:38:28,2022-07-24 11:21:33,3305077,396731068,0,120,163,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR003/3666/ERR3666251/ERR3666251.lite.2,ERX3657856,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030078,SAMEA6230318,simple,37657,Silene latifolia,SAMEA6230318,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,0FFB266026A552B40519FEBCDAD4A37B,0CAA44C650E8F4A6DDF8EA9D0BAD3AA2
ERR3666252,2019-11-27 06:38:28,2022-07-24 11:20:54,3131043,373749633,0,119,175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666252/ERR3666252.lite.2,ERX3657857,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030079,SAMEA6230319,simple,37657,Silene latifolia,SAMEA6230319,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,C2FC7A97A7A1F86DF28BD7BBB3D995A9,6119EA4F9CF523C790909F9CED9707C1
ERR3666253,2019-11-27 06:38:28,2022-07-24 11:20:29,2710135,325320627,0,120,132,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3666/ERR3666253/ERR3666253.lite.2,ERX3657858,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030080,SAMEA6230320,simple,37657,Silene latifolia,SAMEA6230320,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,E6E77DF37D2CDFF0BB3BC407481C6BCC,DEC91947EFDA8D6F259F3550F543E3A5
ERR3666254,2019-11-27 06:38:28,2022-07-24 11:20:27,3277512,425755374,0,129,178,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3666/ERR3666254/ERR3666254.lite.2,ERX3657859,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030081,SAMEA6230321,simple,37657,Silene latifolia,SAMEA6230321,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,27BEB1186120CEC831E6B3202DDB8FF0,6183357270238D8908E5E27E4EF31E8F
ERR3666255,2019-11-27 06:38:28,2022-07-24 11:20:10,2399039,288275834,0,120,115,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR003/3666/ERR3666255/ERR3666255.lite.2,ERX3657860,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030082,SAMEA6230322,simple,37657,Silene latifolia,SAMEA6230322,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,245C293DC296CE2F54989633A92E74B2,352085F11C3242F10227EF46EEDD6A05
ERR3666256,2019-11-27 06:38:28,2022-07-18 16:24:13,2667925,320119087,0,119,132,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666256/ERR3666256.lite.2,ERX3657861,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030083,SAMEA6230323,simple,37657,Silene latifolia,SAMEA6230323,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,75D1DB6FBA4CAB61B28904F1ADCC8491,46B4E468C5893CC72178632A8DB97DE0
ERR3666257,2019-11-27 06:38:28,2022-07-18 22:40:12,2273528,273148824,0,120,109,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3666/ERR3666257/ERR3666257.lite.2,ERX3657862,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030084,SAMEA6230324,simple,37657,Silene latifolia,SAMEA6230324,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,D1AC59A280676D4E906FE38F1D96BDB8,FB46F3F02F3DCE3347BF7193BF77AE97
ERR3666258,2019-11-27 06:38:28,2022-07-18 06:37:09,3012184,391377308,0,129,166,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3666/ERR3666258/ERR3666258.lite.2,ERX3657863,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030085,SAMEA6230325,simple,37657,Silene latifolia,SAMEA6230325,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,B39D3C036F5C2055BB175E385308AB12,5EFB8319D4187C82A3327A7EA7F9A937
ERR3666259,2019-11-27 06:38:28,2022-07-19 01:12:51,2620730,315244679,0,120,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666259/ERR3666259.lite.2,ERX3657864,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030086,SAMEA6230326,simple,37657,Silene latifolia,SAMEA6230326,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,BE91BD151E7DD8ECCE7EF4EACE1B56CF,CE5E9081203BA461EC266389C34CDEC5
ERR3666260,2019-11-27 06:38:28,2022-07-22 14:47:06,2397003,287702542,0,120,117,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666260/ERR3666260.lite.2,ERX3657865,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030087,SAMEA6230327,simple,37657,Silene latifolia,SAMEA6230327,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,B591E91BF0FD83162E232864FEEAA9C8,E4ED05A04563B1FC2A381123E1787FB5
ERR3666261,2019-11-27 06:38:28,2022-07-14 06:34:59,2263198,271901401,0,120,105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3666/ERR3666261/ERR3666261.lite.2,ERX3657866,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030088,SAMEA6230328,simple,37657,Silene latifolia,SAMEA6230328,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,D33D21437A16361B232EF97BED7E88CB,7F0B899326AE9859BB5CA6ECF80A0810
ERR3666262,2019-11-27 06:38:28,2022-07-12 16:21:54,2873710,343365584,0,119,159,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3666/ERR3666262/ERR3666262.lite.2,ERX3657867,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030089,SAMEA6230329,simple,37657,Silene latifolia,SAMEA6230329,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,146D8AE2B3FA646A20B4E92B4CEE6E2C,476B9648B594207E530448102E81EE15
ERR3666263,2019-11-27 06:38:28,2022-07-22 06:27:13,3533518,423932164,0,119,175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR003/3666/ERR3666263/ERR3666263.lite.2,ERX3657868,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030090,SAMEA6230330,simple,37657,Silene latifolia,SAMEA6230330,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,1921C556F7DF8BCE8F6395C59CCC3AAE,B58BAA9E68E0B0C810DA5C3D0678F958
ERR3666264,2019-11-27 06:38:28,2022-07-15 23:39:24,3503492,418791802,0,119,192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3666/ERR3666264/ERR3666264.lite.2,ERX3657869,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030091,SAMEA6230331,simple,37657,Silene latifolia,SAMEA6230331,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,7D66B15FA0727F5F3C80700BBEC4CFB6,E06B789432167C35D97C300F2D0D103D
ERR3666265,2019-11-27 06:38:28,2022-07-24 11:20:36,3157691,379092578,0,120,146,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR003/3666/ERR3666265/ERR3666265.lite.2,ERX3657870,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030092,SAMEA6230332,simple,37657,Silene latifolia,SAMEA6230332,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,C7E47EE5F794451777E549261BEF54F1,F4F2F442DBA5E8E7BDAD8D6CC3E1E267
ERR3666266,2019-11-27 06:38:28,2022-07-24 11:25:02,3869307,503033144,0,130,205,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3666/ERR3666266/ERR3666266.lite.2,ERX3657871,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030093,SAMEA6230333,simple,37657,Silene latifolia,SAMEA6230333,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,5844C2BDF59E9C543D58B8787271FC62,047830FB1E82587DBF7FDAC2E2697BD3
ERR3666267,2019-11-27 06:38:28,2022-07-14 04:58:43,3543515,425184073,0,119,175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3666/ERR3666267/ERR3666267.lite.2,ERX3657872,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030094,SAMEA6230334,simple,37657,Silene latifolia,SAMEA6230334,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,4623F0025FD3CBB368C49898749CEA3C,432546C5759A29348EB0BCECFE235BD3
ERR3666268,2019-11-27 06:38:28,2022-07-24 11:20:16,2723198,353855029,0,129,149,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666268/ERR3666268.lite.2,ERX3657873,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030095,SAMEA6230335,simple,37657,Silene latifolia,SAMEA6230335,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,0B5899FE85049D94E3A066F197F425E9,E8ECA253FA632C4532370A9E143C7043
ERR3666269,2019-11-27 06:38:28,2022-07-24 11:20:41,4151471,498611017,0,120,192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666269/ERR3666269.lite.2,ERX3657874,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030096,SAMEA6230336,simple,37657,Silene latifolia,SAMEA6230336,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,53228EEDBC9F3F73A3C5F7C9BDAAD94D,67DFAE40B372E6F3DF3BE2B2DDD7D384
ERR3666270,2019-11-27 06:38:28,2022-07-14 15:28:24,4311212,518495269,0,120,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR003/3666/ERR3666270/ERR3666270.lite.2,ERX3657875,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030097,SAMEA6230337,simple,37657,Silene latifolia,SAMEA6230337,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,BC0E9A560A0E9709CAAE61CA9771C679,53B1EA78006A7A05CE03A345CEBA83FF
ERR3666271,2019-11-27 06:38:28,2019-11-27 12:25:34,0,0,0,0,136,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/666/ERR3666271.sralite.1,ERX3657876,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030098,SAMEA6230338,simple,37657,Silene latifolia,SAMEA6230338,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,07EE98BFBEEEB9AEB1AAB4C1E1325988,29B862CB00E913CF7B1BEAB27D11AFEC
ERR3666272,2019-11-27 06:38:28,2019-11-27 12:26:24,0,0,0,0,128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/666/ERR3666272.sralite.1,ERX3657877,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030099,SAMEA6230339,simple,37657,Silene latifolia,SAMEA6230339,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,00ED68ACABE1F845F39C670E0148AD86,09CD06C86BE9E986F8E4525008C2E387
ERR3666273,2019-11-27 06:38:28,2022-07-29 21:55:28,3481316,415699485,0,119,195,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/ERR003/3666/ERR3666273/ERR3666273.lite.2,ERX3657878,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030100,SAMEA6230340,simple,37657,Silene latifolia,SAMEA6230340,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,E187E6D304DB825DC36484BE1462395F,CEC74C0260273ED3781C9704F37C5C8D
ERR3666274,2019-11-27 06:38:28,2022-07-24 11:20:47,2600588,312836854,0,120,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666274/ERR3666274.lite.2,ERX3657879,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030101,SAMEA6230341,simple,37657,Silene latifolia,SAMEA6230341,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,13D291475D82D7EDC19A00017C9965DE,626BD0E6C67491B8CC2B5DBE6977A6B4
ERR3666275,2019-11-27 06:38:28,2022-07-24 11:19:57,2056335,247092666,0,120,95,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666275/ERR3666275.lite.2,ERX3657880,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030102,SAMEA6230342,simple,37657,Silene latifolia,SAMEA6230342,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,5AA54795BDF029A511F5B992DF2134A2,6392C3B64F2EB522D9F375FFB2D1373F
ERR3666276,2019-11-27 06:38:28,2022-07-19 22:45:37,2654034,318915877,0,120,121,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR003/3666/ERR3666276/ERR3666276.lite.2,ERX3657881,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030103,SAMEA6230343,simple,37657,Silene latifolia,SAMEA6230343,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,4EE8BA366D01CFBEF8BBD6D14511673C,A9EFA1905A75CB7C4E062483DE0C0C79
ERR3666277,2019-11-27 06:38:28,2022-07-24 11:19:57,2327651,279678266,0,120,107,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666277/ERR3666277.lite.2,ERX3657882,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030104,SAMEA6230344,simple,37657,Silene latifolia,SAMEA6230344,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,74BA19E4368D81D51E24C58565797501,2A150FBED261D5FB55B3BA29F02296E4
ERR3666278,2019-11-27 06:38:28,2022-07-30 16:53:23,2341433,279988532,0,119,129,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666278/ERR3666278.lite.2,ERX3657883,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030105,SAMEA6230345,simple,37657,Silene latifolia,SAMEA6230345,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,1749628B21A2B426A82A34C3A782DB4F,FDEE9C26E125E8F0611AE81237BA0D5D
ERR3666279,2019-11-27 06:38:28,2022-07-17 13:04:31,1933391,232368361,0,120,89,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR003/3666/ERR3666279/ERR3666279.lite.2,ERX3657884,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030106,SAMEA6230346,simple,37657,Silene latifolia,SAMEA6230346,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,1A80FF28A2C01815A8561A913169BC78,7FCC44504ADF82CA232318831A1D6E35
ERR3666280,2019-11-27 06:38:28,2022-07-24 11:20:12,2549229,331330594,0,129,135,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3666/ERR3666280/ERR3666280.lite.2,ERX3657885,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030107,SAMEA6230347,simple,37657,Silene latifolia,SAMEA6230347,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,31C533C28813DBF99828B9E2570A75C5,BEC5EC2E043FBE74B23D7EFCBE9F1398
ERR3666281,2019-11-27 06:38:28,2022-07-17 01:50:35,3655349,474969867,0,129,196,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/3666/ERR3666281/ERR3666281.lite.2,ERX3657886,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030108,SAMEA6230348,simple,37657,Silene latifolia,SAMEA6230348,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,FD3F05D945F7F7B2B267CC82B88D6A28,B3AF4A402880B0F11B13DC62EC28E0CE
ERR3666282,2019-11-27 06:38:28,2022-07-19 01:12:53,2174615,261198482,0,120,102,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666282/ERR3666282.lite.2,ERX3657887,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030109,SAMEA6230349,simple,37657,Silene latifolia,SAMEA6230349,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,FF6023AB10B31FB853E9FE8CF83A35FE,C376B521D59BEEEA797A974CECAAEB95
ERR3666283,2019-11-27 06:38:28,2019-11-27 12:18:34,0,0,0,0,119,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/ERR003/666/ERR3666283.sralite.1,ERX3657888,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030110,SAMEA6230350,simple,37657,Silene latifolia,SAMEA6230350,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,66138AEC1CA2E744FC207CF277577829,15BD5BFE33740526F20A94A42BD8EF13
ERR3666284,2019-11-27 06:38:28,2022-07-15 22:32:27,2533702,304379354,0,120,116,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR003/3666/ERR3666284/ERR3666284.lite.2,ERX3657889,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030111,SAMEA6230351,simple,37657,Silene latifolia,SAMEA6230351,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,FE86520CFC4F40383F5B30B64ECE6794,08744B896634F897B4B7076DA1A2A9B0
ERR3666285,2019-11-27 06:38:28,2022-07-22 01:27:19,2422529,289665746,0,119,134,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/ERR003/3666/ERR3666285/ERR3666285.lite.2,ERX3657890,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030112,SAMEA6230352,simple,37657,Silene latifolia,SAMEA6230352,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,B24D99E466E42B431F9932876585AE62,0473C83FC8D67303AB467344D2D1C948
ERR3666286,2019-11-27 06:38:28,2022-07-24 11:20:30,2931152,380807884,0,129,157,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR003/3666/ERR3666286/ERR3666286.lite.2,ERX3657891,unspecified,RAD-Seq,Reduced Representation,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP117510,PRJEB34584,,591841,ERS4030113,SAMEA6230353,simple,37657,Silene latifolia,SAMEA6230353,,,,,,,no,,,,,ETH ZURICH,ERA2292747,,public,250D29FC35DC76F4486216CD4AD40164,039FC87F09F6630DF1F2E54A334EC011
